Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location
620658,barcelona,Apartment,From 3 June,990,some bills included,Seasonal rentals near the sea,https://www.spotahome.com/barcelona/for-rent:apartments/620658,Barcelona
101225,barcelona,Room,From 2 July,680,some bills included,Luminous room in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/101225,El Born
86429,barcelona,Studio,From 1 August,900,some bills included,Renovated studio apartment near the beach - Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/86429,Barcelona
609182,barcelona,Room,From 6 July,600,bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/609182,Barcelona
861692,barcelona,Room,From 1 July,590,bills included,Rooms for rent in a 5-Bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/861692,Barcelona
85658,barcelona,Apartment,From 3 June,1800,bills included,Cozy 2-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/85658,Eixample
640155,barcelona,Room,From 16 July,600,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/640155,Barcelona
877409,barcelona,Room,From 4 July,725,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/877409,Barcelona
927710,barcelona,Room,From 4 July,725,spotahome plus,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/927710,Barcelona
653755,barcelona,Apartment,From 3 May,3663-4152,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/653755,Barcelona
449902,barcelona,Room,From 1 August,500,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/449902,Barcelona
1183088,barcelona,Apartment,From 4 May,3529-4013,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183088,Barcelona
117264,barcelona,Apartment,From 2 July,1400,some bills included,1-bedroom apartment for rent in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/117264,Gracia
810100,barcelona,Apartment,From 11 April,4290-5473,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810100,Barcelona
930594,barcelona,Room,From 1 July,595,bills included,Room for rent in 4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/930594,Barcelona
621388,barcelona,Apartment,From 23 May,1790,some bills included,Apartment for rent in Barcelona in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:apartments/621388,Eixample Eixample Esquerra
1069832,barcelona,Room,From 2 July,760-970,some bills included,Room for rent in 10-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1069832,Barcelona
127175,barcelona,Apartment,From 30 May,2500,bills included,4-bedroom apartment for rent in Eixample Dreta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/127175,Eixample Dreta
668574,barcelona,Apartment,From 25 April,3603-4571,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668574,Barcelona
364948,barcelona,Room,From 2 July,650,some bills included,Room for rent in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/364948,Barcelona
1072512,barcelona,Room,From 2 July,650,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1072512,Barcelona
207355,barcelona,Room,From 2 July,610,bills included,Room for rent in 4-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/207355,Gràcia
1205317,barcelona,Apartment,From 12 April,4560-5346,no deposit,3-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1205317,Barcelona
991130,barcelona,Apartment,From 4 July,1700,no deposit,2 bedroom apartment for rent in Barcelona.,https://www.spotahome.com/barcelona/for-rent:apartments/991130,Barcelona
601182,barcelona,Room,From 30 June,835,instant booking,Exterior room with ac in Barri Gotic,https://www.spotahome.com/barcelona/for-rent:rooms/601182, Gothic Quarter
924848,barcelona,Apartment,From 18 March,3410,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/924848,Barcelona
952269,barcelona,Room,From 16 June,580,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952269,Barcelona
827171,barcelona,Room,From 30 June,720,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/827171,Barcelona
994792,barcelona,Room,From 25 June,625,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994792,Barcelona
279259,barcelona,Room,From 21 June,600,some bills included,Furnished room 3-bedroom apartment La Dreta de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/279259,La Dreta de l'Eixample
100309,barcelona,Room,From 1 July,600,bills included,Ample room in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/100309,El Born
668636,barcelona,Apartment,From 27 April,3416-3978,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668636,Barcelona
1205359,barcelona,Apartment,From 12 April,5085-6015,no deposit,3-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1205359,Barcelona
1003963,barcelona,Room,From 23 June,635,instant booking,Rooms for rent in a 7-Bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1003963,Barcelona
592483,barcelona,Room,From 1 July,750,instant booking,Room in coliving building next to La Rambla,https://www.spotahome.com/barcelona/for-rent:rooms/592483,La Rambla
927112,barcelona,Apartment,From 2 July,1800,some bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/927112,Barcelona
604154,barcelona,Room,From 3 June,950,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/604154,Barcelona
218311,barcelona,Room,From 3 June,950,bills included,Room for rent in 9-bedroom apartment l'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/218311,l'Eixample
933320,barcelona,Studio,From 1 May,1630,instant booking,Studio apartment for rent in Sarrià-Sant Gervasi Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/933320,Sarrià-Sant Gervasi
752468,barcelona,Apartment,From 20 June,1995,some bills included,Bright and spacious apartment fully furnished and equipped,https://www.spotahome.com/barcelona/for-rent:apartments/752468,Barcelona
952435,barcelona,Room,From 4 July,880,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952435,Barcelona
145839,barcelona,Room,From 1 July,850,bills included,Rooms for rent in 4-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/145839,Poblenou
952499,barcelona,Room,From 7 July,750,bills included,Room for rent in apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952499,Barcelona
982346,barcelona,Residence,From 2 March,650,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982346,Mataró
145840,barcelona,Room,From 1 July,850,bills included,Rooms for rent in 4-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/145840,Poblenou
145838,barcelona,Room,From 1 July,850,bills included,Rooms for rent in 4-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/145838,Poblenou
296415,barcelona,Room,From 2 July,650,bills included,Room in 5-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/296415, Gòtic
1082031,barcelona,Room,From 1 July,800,no deposit,Rooms for rent in shared 3 bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1082031,Barcelona
935457,barcelona,Room,From 16 July,595,instant booking,Room for rent in 7-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935457,El Raval
1179876,barcelona,Apartment,From 11 April,5649-6859,no deposit,4-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1179876,Ciutat Vella Vella
146454,barcelona,Room,From 2 July,648-864,bills included,Stunning room in 7-bedroom apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/146454,El Born
1180373,barcelona,Apartment,From 5 May,3847-4389,no deposit,1-bedroom apartment for rent in L'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180373,L'Eixample
939947,barcelona,Room,From 31 July,495,instant booking,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939947,Barcelona
988101,barcelona,Room,From 28 June,620,instant booking,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/988101,Barcelona
744985,barcelona,Apartment,From 10 July,1250,some bills included,Beautiful and modern apartment just steps from Via Augusta,https://www.spotahome.com/barcelona/for-rent:apartments/744985,Via
936825,barcelona,Room,From 19 July,575,instant booking,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/936825,Barcelona
300449,barcelona,Studio,From 2 July,890,long term,Studio apartment for rent in La Dreta de l'Eixample,https://www.spotahome.com/barcelona/for-rent:studios/300449,La Dreta de l'Eixample
952864,barcelona,Room,From 4 July,826,bills included,Room for rent in 10-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952864,Barcelona
939978,barcelona,Room,From 2 July,587-782,bills included,4- bedroom apartment  for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939978,Barcelona
321840,barcelona,Room,From 31 July,590,bills included,Room for rent in 9-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/321840,Gracia
1205366,barcelona,Apartment,From 6 May,3457-3897,no deposit,1-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1205366,Barcelona
120224,barcelona,Room,From 17 July,599,instant booking,Bright room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/120224,Eixample
1168936,barcelona,Apartment,From 24 April,4000-6000,bills included,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1168936,Eixample
222018,barcelona,Room,From 17 July,549,instant booking,Cosy room in 5-bedroom apartment Sant Martí Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/222018,Sant Martí
744240,barcelona,Room,From 1 July,700,bills included,Rooms for women for rent in 5-bedroom apartment in La Sagrad,https://www.spotahome.com/barcelona/for-rent:rooms/744240,La
959081,barcelona,Apartment,From 5 May,3700,no deposit,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/959081,Eixample
833986,barcelona,Apartment,From 18 May,2000,some bills included,Modern fully equipped apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:apartments/833986,Eixample Dreta
966576,barcelona,Room,From 6 July,780,bills included,Room for rent in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/966576,Eixample
136575,barcelona,Room,From 21 July,695,bills included,Tidy room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/136575,Barcelona
1022292,barcelona,Apartment,From 2 March,15710,some bills included,Whole 5 bedrooms apartment in Sitges,https://www.spotahome.com/barcelona/for-rent:apartments/1022292,Sitges
1180257,barcelona,Apartment,From 12 April,3576-8613,no deposit,4-bedroom apartment for rent in Sarrià Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180257,Sarrià
356557,barcelona,Room,From 1 August,495,bills included,Cozy room for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/356557,Eixample
334046,barcelona,Room,From 31 July,510,instant booking,Room in 5-bedroom apartment in Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/334046,Horta-Guinardó
576865,barcelona,Room,From 31 May,1100,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/576865,Barcelona
313506,barcelona,Room,From 1 August,450,bills included,Interior room in 4-bedroom apartment in Esquerra Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/313506,Eixample Esquerra Eixample
329747,barcelona,Room,From 2 July,710,some bills included,Room for rent in 6-bedroom apartment in Esquerra Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/329747,Eixample Esquerra Eixample
449065,barcelona,Apartment,From 6 May,3724-4788,no deposit,1-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/449065,Ciutat Vella Vella
1180152,barcelona,Apartment,From 28 April,3603-4223,no deposit,2-bedroom apartment for rent in Sarrià Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180152,Sarrià
513367,barcelona,Room,From 30 June,950,bills included,Room for rent in 9-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/513367,Gracia
668632,barcelona,Apartment,From 16 April,4144-5049,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668632,Barcelona
309382,barcelona,Apartment,From 28 April,3100-4300,some bills included,Hip 3-bedroom apartment for rent in L'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/309382,L'Eixample
