Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location
442901,barcelona,Room,From 2 May,400,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/442901,Barcelona
958455,barcelona,Apartment,From 2 March,1500-2950,some bills included,2-bedroom apartment for rent in El Poble-Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/958455,El Poble-Sec
1199482,barcelona,Room,From 2 March,600,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199482,Barcelona
1205904,barcelona,Room,From 15 May,690,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1205904,Barcelona
85508,barcelona,Apartment,From 3 March,1200-3000,instant booking,Luminous flat minutes from beach Barceloneta - Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/85508,Barceloneta
1020048,barcelona,Room,From 29 March,750,no deposit,Room for rent in 13-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1020048,Barcelona
952779,barcelona,Room,From 5 March,918,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952779,Barcelona
1196100,barcelona,Apartment,From 3 March,1500-1800,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196100,Barcelona
1071003,barcelona,Room,From 16 May,520,bills included,Room for rent in comfortable 3-bedroom flat in Les Corts,https://www.spotahome.com/barcelona/for-rent:rooms/1071003,Les Corts
1064374,barcelona,Room,From 6 March,630-840,some bills included,Room for rent in 6-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1064374,El Raval
592519,barcelona,Room,From 2 March,700-920,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592519,Barcelona
85944,barcelona,Apartment,From 21 April,1900,some bills included,2 Bedroom Apartment for Rent in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/85944,Gracia
296119,barcelona,Room,From 2 March,990,no deposit,Room for rent in 4-bedroom apartment in  Les Corts,https://www.spotahome.com/barcelona/for-rent:rooms/296119,Les Corts
94935,barcelona,Room,From 1 April,650,bills included,Housing in shared apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/94935,Gracia
1210088,barcelona,Room,From 3 March,700,bills included,Bedroom with Double Bed in  Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1210088,Ciutat Vella Vella
265357,barcelona,Apartment,From 2 March,1550-2300,spotahome plus,3-bedroom apartment for rent in Fabra I Puig - San Andreu,https://www.spotahome.com/barcelona/for-rent:apartments/265357,Fabra I Puig San Andreu
602104,barcelona,Room,From 2 March,750,bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/602104,Barcelona
928822,barcelona,Room,From 3 March,1012,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928822,Barcelona
928821,barcelona,Room,From 3 March,1012,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928821,Barcelona
773475,barcelona,Residence,From 2 March,745,bills included,Bed for rent in a residence in Sants - Badal Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/773475,Sants
983460,barcelona,Room,From 7 March,800,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/983460,Barcelona
692556,barcelona,Apartment,From 11 March,1290,some bills included,Comfortable furnished apartment in Tallers street,https://www.spotahome.com/barcelona/for-rent:apartments/692556,Tallers
1190809,barcelona,Room,From 7 May,550,some bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190809,Barcelona
402683,barcelona,Room,From 12 March,750,bills included,Rooms for rent in 5-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/402683,Eixample Dreta
1018274,barcelona,Room,From 7 March,790,bills included,Room for rent in a 4 bedroom apartment in Barcelona.,https://www.spotahome.com/barcelona/for-rent:rooms/1018274,Barcelona
279368,barcelona,Apartment,From 23 May,1400,bills included,2-bedroom apartment for rent in Barri Gòtic Barelona,https://www.spotahome.com/barcelona/for-rent:apartments/279368, Gòtic
1189872,barcelona,Room,From 5 March,753,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189872,Barcelona
1189870,barcelona,Room,From 5 March,753,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189870,Barcelona
323606,barcelona,Room,From 3 March,700,bills included,Room in 6-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/323606,Eixample Eixample Esquerra de l'Eixample
782386,barcelona,Room,From 2 March,650,bills included,Shared double room in student residence to rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/782386,Barcelona
992183,barcelona,Room,From 10 March,450,instant booking,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/992183,El Raval
153515,barcelona,Room,From 31 March,625,instant booking,Modern room in 5-bedroom apartment in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/153515,Les Corts
402679,barcelona,Room,From 4 March,800,bills included,Rooms for rent in 5-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/402679,Eixample Dreta
929896,barcelona,Room,From 3 March,913,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929896,Barcelona
1204153,barcelona,Apartment,From 2 March,1550,some bills included,Cozy apartment in Carrer de Casanova,https://www.spotahome.com/barcelona/for-rent:apartments/1204153,Carrer de
990742,barcelona,Room,From 1 April,600,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/990742,Barcelona
925220,barcelona,Room,From 7 March,675,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/925220,Barcelona
954940,barcelona,Room,From 6 May,380,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/954940,Barcelona
1189873,barcelona,Room,From 5 March,847,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189873,Barcelona
1081588,barcelona,Apartment,From 8 March,1888-3670,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1081588,Barcelona
1090762,barcelona,Room,From 5 March,800-850,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090762,Barcelona
610736,barcelona,Apartment,From 2 April,1700,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/610736,Barcelona
973187,barcelona,Room,From 3 March,891,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973187,Barcelona
113983,barcelona,Room,From 2 March,700,bills included,Furnished room in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/113983,El Born
620911,barcelona,Apartment,From 3 April,1300,some bills included,Rent of apartment in Lorenzale street,https://www.spotahome.com/barcelona/for-rent:apartments/620911,Barcelona
212838,barcelona,Room,From 2 March,950,bills included,Room in 6-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/212838, Gòtic
403082,barcelona,Room,From 2 March,1000,some bills included,Room for rent 3-bedroom apartment L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/403082,Eixample Eixample Esquerra de l'Eixample
580281,barcelona,Room,From 1 May,450,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580281,Barcelona
1186727,barcelona,Room,From 2 March,495,bills included,Room in shared apartment in Catalunya,https://www.spotahome.com/barcelona/for-rent:rooms/1186727,Catalunya
1011907,barcelona,Apartment,From 16 May,2000,bills included,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1011907,Eixample
952823,barcelona,Room,From 25 March,835,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952823,Barcelona
1007716,barcelona,Room,From 2 March,515,instant booking,Room for rent in 5-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1007716,Sants
1080814,barcelona,Room,From 6 April,650,no deposit,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1080814,Barcelona
973060,barcelona,Room,From 3 March,1001,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973060,Barcelona
1196115,barcelona,Studio,From 3 March,1500-1800,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1196115,Barcelona
1196102,barcelona,Studio,From 3 March,1500-1800,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1196102,Barcelona
372776,barcelona,Room,From 5 March,774,some bills included,Cozy room in 14-bedroom apartment in Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/372776,Sant Gervasi
598360,barcelona,Apartment,From 4 March,2127,bills included,1-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/598360,Ciutat Vella Vella
1014451,barcelona,Room,From 2 March,575,some bills included,Room in shared apartment in Sant Feliu de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1014451,Sant Feliu de Llobregat
929890,barcelona,Room,From 3 March,1008,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929890,Barcelona
877415,barcelona,Room,From 5 March,784,bills included,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/877415,Barcelona
962171,barcelona,Room,From 2 March,800,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/962171,Barcelona
988168,barcelona,Room,From 31 May,390,instant booking,Rooms for rent in 6-bedroom apartment in Rosas Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/988168,Rosas
518061,barcelona,Apartment,From 18 April,1850,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/518061,Barcelona
393462,barcelona,Room,From 4 March,600-750,bills included,Room for rent in 6-bedroom apartment in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/393462,Sarrià-Sant Gervasi
291437,barcelona,Studio,From 2 April,950-2100,some bills included,Quaint studio flat for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/291437,El Raval
580618,barcelona,Room,From 7 March,700,bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580618,Barcelona
207442,barcelona,Room,From 2 March,490,instant booking,Furnished room 10-bedroom apartment in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/207442,Les Corts
1090685,barcelona,Apartment,From 24 March,1500,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1090685,Barcelona
668919,barcelona,Room,From 1 April,640,bills included,Single bed Carrer Marina Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/668919,Carrer
785546,barcelona,Studio,From 2 March,1590,bills included,Studio in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/785546,Barcelona
443847,barcelona,Room,From 2 March,850-1100,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/443847,Barcelona
302696,barcelona,Room,From 7 March,650,bills included,Room for rent in 7-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/302696, Gòtic
564986,barcelona,Room,From 1 June,550,no deposit,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/564986,Barcelona
925108,barcelona,Studio,From 3 March,1700,some bills included,1-bedroom apartment for rent in Problenou Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/925108,Barcelona
1074893,barcelona,Studio,From 15 March,1400-2000,some bills included,Studio apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1074893,Sants
1067966,barcelona,Room,From 7 March,802,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1067966,Barcelona
1013101,barcelona,Room,From 3 March,1063,bills included,Room for rent in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1013101,Eixample
1088834,barcelona,Room,From 28 March,520,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1088834,Barcelona
433936,barcelona,Studio,From 2 March,1550,some bills included,Studio in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/433936,Barcelona
952266,barcelona,Room,From 2 March,545,instant booking,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952266,Barcelona
625207,barcelona,Studio,From 7 March,1480,bills included,Studio apartment for rent in La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/625207,La Barceloneta
801026,barcelona,Room,From 30 March,850,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/801026,Barcelona
1216838,barcelona,Room,From 2 March,856,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1216838,Barcelona
982260,barcelona,Residence,From 2 March,850,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982260,Mataró
982258,barcelona,Residence,From 2 March,850,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982258,Mataró
982266,barcelona,Residence,From 2 March,850,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982266,Mataró
982262,barcelona,Residence,From 2 March,850,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982262,Mataró
982264,barcelona,Residence,From 2 March,850,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982264,Mataró
1008535,barcelona,Room,From 30 March,750,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1008535,Barcelona
937171,barcelona,Studio,From 2 June,1120,bills included,Studio apartment for rent in El Fort Pienc Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/937171,El Fort Pienc
402680,barcelona,Room,From 24 March,730,bills included,Room for rent in 5-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/402680,Eixample Dreta
781669,barcelona,Apartment,From 1 May,1300,some bills included,1-bedroom apartment for rent in El Poble Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/781669,El Poble Sec
972208,barcelona,Room,From 29 April,700,bills included,Room for rent in 3-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/972208,El Raval
215712,barcelona,Room,From 2 March,550,instant booking,Charming room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/215712,Gràcia
973071,barcelona,Room,From 3 March,1023,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973071,Barcelona
774400,barcelona,Room,From 1 April,525-735,some bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/774400,Barcelona
1089545,barcelona,Apartment,From 4 May,2055,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1089545,Barcelona
1197197,barcelona,Apartment,From 2 March,1600,some bills included,Beautiful furnished apartment in the Gothic Quarter,https://www.spotahome.com/barcelona/for-rent:apartments/1197197,Gothic Quarter
348914,barcelona,Room,From 3 March,700,some bills included,Room for rent in 5-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/348914, Gòtic
1185482,barcelona,Room,From 30 April,540,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1185482,Barcelona
973052,barcelona,Room,From 3 March,1031,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973052,Barcelona
973055,barcelona,Room,From 3 March,1031,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973055,Barcelona
1083755,barcelona,Apartment,From 7 March,2100,bills included,2-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1083755,Sants
1007717,barcelona,Room,From 2 March,515,instant booking,Room for rent in 5-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1007717,Sants
1010068,barcelona,Studio,From 1 June,1250,bills included,Studio in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1010068,Barcelona
827176,barcelona,Room,From 2 March,720,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/827176,Barcelona
611685,barcelona,Apartment,From 18 March,1200-2000,some bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/611685,Barcelona
1003178,barcelona,Room,From 7 March,650,some bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1003178,Barcelona
969479,barcelona,Apartment,From 2 March,2100,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/969479,Barcelona
982274,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982274,Mataró
982278,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982278,Mataró
982268,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982268,Mataró
982282,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982282,Mataró
982280,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982280,Mataró
982288,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982288,Mataró
982290,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982290,Mataró
982298,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982298,Mataró
982300,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982300,Mataró
982302,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982302,Mataró
982284,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982284,Mataró
982296,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982296,Mataró
982292,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982292,Mataró
982272,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982272,Mataró
982270,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982270,Mataró
982286,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982286,Mataró
982294,barcelona,Residence,From 2 March,870,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982294,Mataró
929411,barcelona,Room,From 3 March,737,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929411,Barcelona
372801,barcelona,Room,From 5 March,584,some bills included,Room for rent in 13-bedroom apartment in Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/372801,Sant Gervasi
990140,barcelona,Room,From 30 April,580,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/990140,Barcelona
955187,barcelona,Room,From 1 May,550,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/955187,Barcelona
596055,barcelona,Apartment,From 17 March,1980,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/596055,Barcelona
1007862,barcelona,Apartment,From 7 March,2000,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1007862,Barcelona
1020047,barcelona,Room,From 29 March,750,no deposit,Room for rent in 13-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1020047,Barcelona
931521,barcelona,Room,From 2 March,900,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/931521,Barcelona
931522,barcelona,Room,From 2 March,900,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/931522,Barcelona
927184,barcelona,Room,From 3 March,1087,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/927184,Barcelona
215711,barcelona,Room,From 2 March,655,instant booking,Sunny room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/215711,Gràcia
927183,barcelona,Room,From 3 March,1089,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/927183,Barcelona
973214,barcelona,Apartment,From 5 March,1980,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/973214,Barcelona
1172424,barcelona,Room,From 5 March,773,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1172424,Barcelona
1172423,barcelona,Room,From 5 March,773,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1172423,Barcelona
1020054,barcelona,Room,From 3 March,780,no deposit,Room for rent in 13-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1020054,Barcelona
95340,barcelona,Room,From 2 April,549-732,bills included,Furnished room in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/95340,El Born
1076482,barcelona,Room,From 2 March,750,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1076482,Barcelona
1064370,barcelona,Room,From 2 April,810-1020,some bills included,Room for rent in 6-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1064370,El Raval
205401,barcelona,Room,From 2 March,850,bills included,Rooms for rent in 4-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/205401,Gracia
754839,barcelona,Room,From 2 March,1000,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/754839,Barcelona
982322,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982322,Mataró
982314,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982314,Mataró
982308,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982308,Mataró
982334,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982334,Mataró
982330,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982330,Mataró
982312,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982312,Mataró
982310,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982310,Mataró
982306,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982306,Mataró
982326,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982326,Mataró
982304,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982304,Mataró
982332,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982332,Mataró
982320,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982320,Mataró
982318,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982318,Mataró
982316,barcelona,Residence,From 2 March,890,bills included,Rooms for rent in a residence in Mataró Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/982316,Mataró
894062,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/894062,Barcelona
886474,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/886474,Barcelona
894063,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/894063,Barcelona
886476,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/886476,Barcelona
886477,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/886477,Barcelona
886472,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/886472,Barcelona
878843,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/878843,Barcelona
894061,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/894061,Barcelona
878842,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/878842,Barcelona
886473,barcelona,Room,From 4 March,875,bills included,Bed for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/886473,Barcelona
