Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link
281274,barcelona,Room,From 1 August,590,some bills included,Bright room in 3-bedroom apartment in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/281274
953159,barcelona,Room,From 3 July,829,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/953159
939139,barcelona,Room,From 6 July,780,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939139
1190811,barcelona,Room,From 15 July,750,some bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190811
1182094,barcelona,Apartment,From 11 May,3724-4208,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182094
927700,barcelona,Room,From 3 July,725,some bills included,"Room for rent in 4-bedroom apartment in El Farró, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/927700
602426,barcelona,Apartment,From 19 July,1950,no deposit,"2-bedroom apartment for rent in Ciutat Vella, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/602426
1202231,barcelona,Room,From 28 July,550,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202231
451964,barcelona,Apartment,From 6 June,2500,bills included,2-bedroom duplex apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/451964
952428,barcelona,Room,From 4 July,960,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952428
952407,barcelona,Room,From 4 July,960,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952407
952419,barcelona,Room,From 4 July,960,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952419
977261,barcelona,Apartment,From 23 June,1830,no deposit,Charming Apartment with City View Near Las Ramblas,https://www.spotahome.com/barcelona/for-rent:apartments/977261
935677,barcelona,Room,From 30 June,795,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935677
120234,barcelona,Apartment,From 4 July,1300,spotahome plus,"Bright 2-bedroom apartment for rent - Sant Antoni, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/120234
1183005,barcelona,Apartment,From 22 March,3282-3724,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183005
444076,barcelona,Apartment,From 29 May,3258-3687,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/444076
1183119,barcelona,Apartment,From 29 May,3272-3704,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183119
372778,barcelona,Room,From 4 July,725,some bills included,Exterior room in 14-bedroom apartment in Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/372778
372782,barcelona,Room,From 4 July,725,some bills included,Furnished room in 14-bedroom apartment in Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/372782
1205299,barcelona,Apartment,From 21 May,3784-4208,no deposit,"2-bedroom apartment for rent in Barcelona, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1205299
473389,barcelona,Apartment,From 13 June,2225,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/473389
620711,barcelona,Apartment,From 3 July,1450,some bills included,Apartment for rent in calle de la Paloma,https://www.spotahome.com/barcelona/for-rent:apartments/620711
810085,barcelona,Apartment,From 29 May,3361-3875,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810085
363725,barcelona,Room,From 3 July,650,bills included,Room in 4-bedroom apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/363725
154503,barcelona,Room,From 3 July,690-800,bills included,Charming room in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/154503
994788,barcelona,Room,From 26 July,670,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994788
126983,barcelona,Room,From 2 July,685-875,bills included,"Live in a shared apartment, Sarrià-Sant Gervasi, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/126983
126982,barcelona,Room,From 2 July,685-875,bills included,"Nice room in apartment, Sarrià-Sant Gervasi, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/126982
1085945,barcelona,Apartment,From 8 May,1390,some bills included,Wonderful furnished apartment in Gracia,https://www.spotahome.com/barcelona/for-rent:apartments/1085945
991351,barcelona,Studio,From 27 May,2100-2800,some bills included,"Studio apartment for rent in El Poblenou, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/991351
810174,barcelona,Apartment,From 29 May,3361-4208,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810174
1075183,barcelona,Studio,From 1 July,1500,bills included,"Studio apartment for rent in Monjuic, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/1075183
967841,barcelona,Room,From 1 July,800,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/967841
1013045,barcelona,Room,From 16 July,816,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1013045
952276,barcelona,Room,From 20 July,625,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952276
982358,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982358
601194,barcelona,Room,From 21 July,600,instant booking,Room for rent in a 5 bedroom flat in Barrio Gotic,https://www.spotahome.com/barcelona/for-rent:rooms/601194
769600,barcelona,Apartment,From 19 May,4680,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/769600
810115,barcelona,Apartment,From 29 May,3208-4631,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810115
624297,barcelona,Apartment,From 28 April,4588-8235,some bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/624297
624285,barcelona,Apartment,From 28 April,4588-8235,some bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/624285
624277,barcelona,Apartment,From 28 April,4588-8235,some bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/624277
952784,barcelona,Room,From 4 July,913,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952784
1182766,barcelona,Apartment,From 29 May,3905-4431,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182766
468787,barcelona,Apartment,From 21 May,4026-4389,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/468787
151057,barcelona,Studio,From 20 May,1900-2700,instant booking,"Bright studio apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/151057
1066311,barcelona,Room,From 18 July,850,bills included,Room for rent in 3-bedroom house in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1066311
1181583,barcelona,Apartment,From 29 May,4319-4907,no deposit,"1-bedroom apartment for rent in L'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1181583
411439,barcelona,Room,From 2 July,760,some bills included,Room for rent in  7-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/411439
411443,barcelona,Room,From 2 July,760,some bills included,Room for rent in  7-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/411443
1181694,barcelona,Apartment,From 29 May,4510-5266,no deposit,"1-bedroom apartment for rent in L'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1181694
982344,barcelona,Residence,From 2 March,650,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982344
513085,barcelona,Room,From 1 July,510,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/513085
513084,barcelona,Room,From 1 July,510,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/513084
1181528,barcelona,Apartment,From 29 May,5040-5737,no deposit,"1-bedroom apartment for rent in Barcelona, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1181528
153918,barcelona,Apartment,From 29 July,1500,some bills included,"3-bedroom apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/153918
373194,barcelona,Room,From 2 July,790,some bills included,"Modern room for rent in 6-bedroom apartment, Eixample Dreta",https://www.spotahome.com/barcelona/for-rent:rooms/373194
935412,barcelona,Apartment,From 14 July,975,some bills included,2-bedroom apartment for rent in Vilanova i la Geltrú,https://www.spotahome.com/barcelona/for-rent:apartments/935412
1069859,barcelona,Room,From 4 July,876,bills included,Room for rent in 6-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1069859
201529,barcelona,Room,From 1 June,910,instant booking,Spacious room in 6-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/201529
601196,barcelona,Room,From 14 July,690,instant booking,Single room in coliving in Gotic neighborhood,https://www.spotahome.com/barcelona/for-rent:rooms/601196
218317,barcelona,Room,From 4 July,700,bills included,"Room for rent in 9-bedroom apartment l'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/218317
380298,barcelona,Room,From 3 July,845,some bills included,"Room for rent in 19-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/380298
1090142,barcelona,Apartment,From 1 July,2180,bills included,Studio apartment for rent in a residence in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1090142
1090150,barcelona,Apartment,From 1 July,2180,bills included,Studio apartment for rent in a residence in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1090150
460054,barcelona,Room,From 6 August,450,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/460054
392363,barcelona,Room,From 2 July,825-1100,bills included,"Spacious room for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/392363
403035,barcelona,Room,From 3 July,770-950,bills included,"Room for rent in 5-bedroom apartment, Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/403035
871146,barcelona,Apartment,From 24 May,4250,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/871146
123044,barcelona,Room,From 4 July,599,instant booking,"Bedroom in 6-bedroom apartment in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/123044
123045,barcelona,Room,From 4 July,599,instant booking,"Interior room in 6-bedroom apartment in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/123045
1066312,barcelona,Room,From 20 May,1100,bills included,Room for rent in 3-bedroom house in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1066312
592477,barcelona,Room,From 31 May,800,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592477
929873,barcelona,Room,From 30 July,630,some bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929873
301376,barcelona,Room,From 2 July,605,bills included,"Charming room, Women only, for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/301376
973200,barcelona,Room,From 15 June,645,instant booking,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973200
942719,barcelona,Room,From 22 May,1650,bills included,"Room for rent in 6-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/942719
201545,barcelona,Studio,From 31 July,730,some bills included,"Studio apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/201545
970037,barcelona,Room,From 31 July,680,instant booking,"Room for rent in 8-bedroom apartment in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/970037
970039,barcelona,Room,From 31 July,680,instant booking,"Room for rent in 8-bedroom apartment in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/970039
639705,barcelona,Room,From 1 August,695,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/639705
1180332,barcelona,Apartment,From 3 May,3240-3724,no deposit,"2-bedroom apartment for rent in Barcelona, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1180332
1074735,barcelona,Apartment,From 25 May,4460,no deposit,"2-bedroom apartment for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1074735
952264,barcelona,Room,From 30 June,545,instant booking,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952264
777438,barcelona,Room,From 2 July,500,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777438
962847,barcelona,Room,From 1 July,575,instant booking,"Room for rent in 7-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/962847
296295,barcelona,Room,From 3 June,1000,bills included,"Room in 4-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/296295
625168,barcelona,Apartment,From 27 March,2374-6281,some bills included,1-bedroom apartment for rent in Barcelona.,https://www.spotahome.com/barcelona/for-rent:apartments/625168
1020683,barcelona,Apartment,From 13 June,2000,no deposit,"New Duplex, Elegant and Modern with Terrace",https://www.spotahome.com/barcelona/for-rent:apartments/1020683
279185,barcelona,Apartment,From 29 June,1900,bills included,"2-bedroom apartment for rent in Sant Martí, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/279185
620732,barcelona,Apartment,From 7 July,1450,some bills included,Monthly rental apartment a few steps from the subway,https://www.spotahome.com/barcelona/for-rent:apartments/620732
625140,barcelona,Apartment,From 28 April,5630-12143,some bills included,"3-bedroom apartment for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/625140
263513,barcelona,Room,From 1 July,680,bills included,"Cosy room for rent, 9-bedroom apartment, Prat de LLobregat",https://www.spotahome.com/barcelona/for-rent:rooms/263513
397724,barcelona,Apartment,From 18 April,1815,some bills included,3-bedroom apartment for rent in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/397724
1175863,barcelona,Apartment,From 3 May,3460-3944,no deposit,"2-bedroom apartment for rent in Barcelona, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1175863
953157,barcelona,Room,From 3 July,855,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/953157
1088854,barcelona,Room,From 30 June,550,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1088854
947665,barcelona,Room,From 29 July,680,instant booking,"Room for rent in 6-bedroom apartment in El Farró, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/947665
513086,barcelona,Room,From 1 July,590,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/513086
106942,barcelona,Studio,From 27 May,1900-2700,instant booking,"Spacious studio apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/106942
947662,barcelona,Room,From 30 June,580,instant booking,"Room for rent in 6-bedroom apartment in El Farró, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/947662
1081072,barcelona,Room,From 9 July,450,some bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1081072
110651,barcelona,Room,From 2 July,525,bills included,"Room for rent in 6-bedroom apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/110651
440498,barcelona,Room,From 1 August,550,bills included,Room for rent in a 3 bedroom apartment in Barcelona.,https://www.spotahome.com/barcelona/for-rent:rooms/440498
935511,barcelona,Room,From 31 July,445,instant booking,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935511
952263,barcelona,Room,From 30 June,520,instant booking,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952263
952905,barcelona,Room,From 18 July,835,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952905
1191137,barcelona,Studio,From 7 July,1200,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1191137
226796,barcelona,Room,From 1 August,695,instant booking,"Furnished room 6-bedroom apartment, L'Esquerra de l'Eixample",https://www.spotahome.com/barcelona/for-rent:rooms/226796
1089125,barcelona,Room,From 11 June,700,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1089125
782389,barcelona,Room,From 2 July,850,bills included,Room in student residency to rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/782389
782388,barcelona,Room,From 2 July,850,bills included,Room in student residency to rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/782388
782390,barcelona,Room,From 2 July,850,bills included,Room in student residency to rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/782390
782387,barcelona,Room,From 2 July,850,bills included,Room in student residency to rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/782387
982087,barcelona,Room,From 2 July,725,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/982087
982372,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982372
668376,barcelona,Apartment,From 4 May,3632-4055,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668376
1180285,barcelona,Apartment,From 3 May,3724-4087,no deposit,"2-bedroom apartment for rent in Ciutat Vella, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1180285
1073979,barcelona,Apartment,From 2 March,2915,some bills included,Wonderful furnished apartment in Poblenou,https://www.spotahome.com/barcelona/for-rent:apartments/1073979
769335,barcelona,Room,From 2 July,722-963,bills included,Rooms for rent  in a 5-Bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/769335
1182884,barcelona,Apartment,From 3 May,3724-4147,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182884
263517,barcelona,Room,From 1 July,680,bills included,"Bright room for rent, 9-bedroom apartment, Prat de LLobregat",https://www.spotahome.com/barcelona/for-rent:rooms/263517
952449,barcelona,Room,From 25 July,864,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952449
1182754,barcelona,Apartment,From 3 May,3663-4268,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182754
1180297,barcelona,Apartment,From 3 May,3814-4238,no deposit,"2-bedroom apartment for rent in Ciutat Vella, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1180297
621689,barcelona,Apartment,From 3 July,1650,some bills included,Apartment for rent in Barcelona in exclusive residential neighborhood,https://www.spotahome.com/barcelona/for-rent:apartments/621689
1014565,barcelona,Room,From 12 July,600,spotahome plus,"Room for rent in 4-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1014565
1090180,barcelona,Studio,From 1 July,1760,bills included,Studio apartment for rent in a residence in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1090180
778505,barcelona,Room,From 4 July,725,bills included,"Room for rent in 4-bedroom apartment in Pedralbes,Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/778505
1022284,barcelona,Apartment,From 2 March,3450,some bills included,Whole 4 bedrooms apartment in Olivella,https://www.spotahome.com/barcelona/for-rent:apartments/1022284
1183129,barcelona,Apartment,From 3 May,3814-4238,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183129
923055,barcelona,Room,From 6 July,700,bills included,"Room for rent in 2-bedroom apartment in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/923055
924335,barcelona,Room,From 9 July,760-970,some bills included,Rooms for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/924335
933813,barcelona,Apartment,From 11 July,1950,bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/933813
647832,barcelona,Apartment,From 3 July,1660,some bills included,Apartment for rent in Ciudad Real,https://www.spotahome.com/barcelona/for-rent:apartments/647832
761447,barcelona,Room,From 1 August,600,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/761447
886434,barcelona,Apartment,From 6 March,2500-3800,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/886434
982336,barcelona,Residence,From 2 March,650,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982336
668480,barcelona,Apartment,From 3 May,3905-4323,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668480
1069835,barcelona,Room,From 22 July,760-970,some bills included,Room for rent in 10-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1069835
953698,barcelona,Room,From 3 July,845,some bills included,Rooms for rent in 4-bedroom apartment near Plaça Catalunya,https://www.spotahome.com/barcelona/for-rent:rooms/953698
942720,barcelona,Room,From 31 May,1430,bills included,"Room for rent in 6-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/942720
573718,barcelona,Room,From 1 July,690,bills included,"Rooms for rent in 25-bedroom house in Bellaterra, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/573718
373196,barcelona,Room,From 2 July,820,some bills included,"Bright room for rent in 6-bedroom apartment, Eixample Dreta",https://www.spotahome.com/barcelona/for-rent:rooms/373196
340366,barcelona,Room,From 2 July,680,some bills included,"Stylish room for rent in 5-bedroom apartment, Barri Gòtic",https://www.spotahome.com/barcelona/for-rent:rooms/340366
1091456,barcelona,Room,From 31 July,690,instant booking,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091456
931847,barcelona,Room,From 31 July,450,instant booking,"Room for rent in 8-bedroom house in Collblanc, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/931847
263516,barcelona,Room,From 1 July,680,bills included,"Bright room for rent, 9-bedroom apartment, Prat de LLobregat",https://www.spotahome.com/barcelona/for-rent:rooms/263516
1180015,barcelona,Apartment,From 6 May,3421-3990,no deposit,"2-bedroom apartment for rent in Barcelona, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1180015
1182086,barcelona,Apartment,From 6 May,3300-3905,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182086
982376,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982376
982276,barcelona,Residence,From 2 March,870,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982276
120223,barcelona,Room,From 3 July,599,instant booking,"Bright room in shared apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/120223
928796,barcelona,Apartment,From 7 June,2550,some bills included,Monthly rental apartment steps away from Fontana metro station,https://www.spotahome.com/barcelona/for-rent:apartments/928796
1076596,barcelona,Room,From 1 August,750,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1076596
1070803,barcelona,Apartment,From 1 July,2000,spotahome plus,Three-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1070803
622240,barcelona,Apartment,From 3 June,1450,some bills included,Bright renovated and furnished apartment close to Fontana subway station,https://www.spotahome.com/barcelona/for-rent:apartments/622240
396582,barcelona,Apartment,From 10 July,2300,bills included,"3-bedroom apartment for rent in Sant Gervasi, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/396582
1182880,barcelona,Apartment,From 6 May,3663-4147,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182880
952862,barcelona,Room,From 4 July,951,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952862
611235,barcelona,Room,From 16 August,380,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/611235
354216,barcelona,Apartment,From 5 July,1100,some bills included,"Stylish 1-bedroom apartment for rent in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/354216
952766,barcelona,Room,From 4 July,952,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952766
577252,barcelona,Apartment,From 1 August,1550,spotahome plus,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/577252
982374,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982374
621542,barcelona,Apartment,From 13 July,1550,some bills included,Spacious flat in Compte Borrell street,https://www.spotahome.com/barcelona/for-rent:apartments/621542
123040,barcelona,Room,From 4 July,649,instant booking,"Good room in 6-bedroom apartment in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/123040
592470,barcelona,Room,From 1 July,900,instant booking,Room with terrace next to Metro Liceu in coliving building,https://www.spotahome.com/barcelona/for-rent:rooms/592470
163337,barcelona,Room,From 1 July,699,instant booking,"Large room in shared apartment in Poblenou, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/163337
952803,barcelona,Room,From 4 July,985,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952803
810238,barcelona,Apartment,From 7 May,3240-3905,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810238
229420,barcelona,Room,From 31 July,760,instant booking,"Room for rent in 7-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/229420
449165,barcelona,Apartment,From 5 June,3050,instant booking,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/449165
1180262,barcelona,Apartment,From 5 May,4202-5951,no deposit,"2-bedroom apartment for rent in L'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1180262
1181553,barcelona,Apartment,From 7 May,3542-3905,no deposit,"2-bedroom apartment for rent in L'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1181553
592485,barcelona,Room,From 30 June,925,instant booking,Room with terrace next to Metro Liceu,https://www.spotahome.com/barcelona/for-rent:rooms/592485
1014871,barcelona,Room,From 17 June,1050,bills included,"Room for rent in 8-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1014871
382716,barcelona,Room,From 2 July,650,bills included,"Bright room for rent, 5-bedroom apartment, L’Eixample",https://www.spotahome.com/barcelona/for-rent:rooms/382716
984070,barcelona,Room,From 1 August,345,instant booking,"Room for rent in 4-bedroom apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/984070
