Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link
832639,barcelona,Studio,From 4 March,1355,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/832639
832380,barcelona,Studio,From 4 March,1355,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/832380
1052420,barcelona,Room,From 2 March,950,bills included,"Room for rent in 3-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1052420
362682,barcelona,Room,From 2 March,950,bills included,"Room for rent in 4-bedroom apartment in Gracia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/362682
607359,barcelona,Room,From 2 March,950,bills included,"Ideal room in shared apartment by Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/607359
220778,barcelona,Apartment,From 2 May,1400,some bills included,"3-room flat for rent in Hospitalet de Llobregat, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/220778
1083053,barcelona,Apartment,From 3 March,2500,some bills included,"2-bedroom apartment for rent in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1083053
929893,barcelona,Room,From 21 March,816,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929893
762657,barcelona,Apartment,From 10 March,1490,some bills included,Modern furnished and equipped in Calle Industria,https://www.spotahome.com/barcelona/for-rent:apartments/762657
153883,barcelona,Room,From 3 March,600,some bills included,"Stylish room in 7-bedroom apartment in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/153883
801023,barcelona,Room,From 2 March,950,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/801023
119717,barcelona,Room,From 2 March,950,bills included,"Rooms for rent in shared apartment - Barri Gotic, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/119717
801024,barcelona,Room,From 2 March,950,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/801024
973062,barcelona,Room,From 3 March,946,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973062
95310,barcelona,Apartment,From 2 March,1770,bills included,Modern 1 bedroom flat for rent in Barceloneta in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/95310
929444,barcelona,Room,From 3 March,858,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929444
1077395,barcelona,Apartment,From 4 March,2689,some bills included,"2-bedroom apartment for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1077395
204964,barcelona,Room,From 1 April,710,instant booking,Room 7-bedroom apartment L'Esquerra de l'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/204964
442901,barcelona,Room,From 2 May,400,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/442901
958455,barcelona,Apartment,From 2 March,1500-2950,some bills included,"2-bedroom apartment for rent in El Poble-Sec, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/958455
1199482,barcelona,Room,From 2 March,600,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199482
1205904,barcelona,Room,From 15 May,690,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1205904
85508,barcelona,Apartment,From 3 March,1200-3000,instant booking,"Luminous flat minutes from beach, Barceloneta - Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/85508
1020048,barcelona,Room,From 29 March,750,no deposit,Room for rent in 13-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1020048
952779,barcelona,Room,From 5 March,918,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952779
1196100,barcelona,Apartment,From 3 March,1500-1800,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196100
1071003,barcelona,Room,From 16 May,520,bills included,Room for rent in comfortable 3-bedroom flat in Les Corts,https://www.spotahome.com/barcelona/for-rent:rooms/1071003
1064374,barcelona,Room,From 6 March,630-840,some bills included,"Room for rent in 6-bedroom apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1064374
592519,barcelona,Room,From 2 March,700-920,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592519
85944,barcelona,Apartment,From 21 April,1900,some bills included,"2 Bedroom Apartment for Rent in Gracia, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/85944
296119,barcelona,Room,From 2 March,990,no deposit,Room for rent in 4-bedroom apartment in  Les Corts,https://www.spotahome.com/barcelona/for-rent:rooms/296119
94935,barcelona,Room,From 1 April,650,bills included,"Housing in shared apartment in Gracia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/94935
1210088,barcelona,Room,From 3 March,700,bills included,"Bedroom with Double Bed in  Ciutat Vella, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1210088
265357,barcelona,Apartment,From 2 March,1550-2300,spotahome plus,3-bedroom apartment for rent in Fabra I Puig - San Andreu,https://www.spotahome.com/barcelona/for-rent:apartments/265357
602104,barcelona,Room,From 2 March,750,bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/602104
928822,barcelona,Room,From 3 March,1012,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928822
928821,barcelona,Room,From 3 March,1012,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928821
773475,barcelona,Residence,From 2 March,745,bills included,"Bed for rent in a residence in Sants - Badal, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/773475
983460,barcelona,Room,From 7 March,800,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/983460
692556,barcelona,Apartment,From 11 March,1290,some bills included,Comfortable furnished apartment in Tallers street,https://www.spotahome.com/barcelona/for-rent:apartments/692556
1190809,barcelona,Room,From 7 May,550,some bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190809
402683,barcelona,Room,From 12 March,750,bills included,Rooms for rent in 5-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/402683
1018274,barcelona,Room,From 7 March,790,bills included,Room for rent in a 4 bedroom apartment in Barcelona.,https://www.spotahome.com/barcelona/for-rent:rooms/1018274
279368,barcelona,Apartment,From 23 May,1400,bills included,"2-bedroom apartment for rent in Barri Gòtic, Barelona",https://www.spotahome.com/barcelona/for-rent:apartments/279368
1189872,barcelona,Room,From 5 March,753,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189872
1189870,barcelona,Room,From 5 March,753,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189870
323606,barcelona,Room,From 3 March,700,bills included,Room in 6-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/323606
782386,barcelona,Room,From 2 March,650,bills included,Shared double room in student residence to rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/782386
992183,barcelona,Room,From 10 March,450,instant booking,"Room for rent in 5-bedroom apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/992183
153515,barcelona,Room,From 31 March,625,instant booking,"Modern room in 5-bedroom apartment in Les Corts, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/153515
402679,barcelona,Room,From 4 March,800,bills included,Rooms for rent in 5-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/402679
929896,barcelona,Room,From 3 March,913,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929896
1204153,barcelona,Apartment,From 2 March,1550,some bills included,Cozy apartment in Carrer de Casanova,https://www.spotahome.com/barcelona/for-rent:apartments/1204153
990742,barcelona,Room,From 1 April,600,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/990742
925220,barcelona,Room,From 7 March,675,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/925220
954940,barcelona,Room,From 6 May,380,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/954940
1189873,barcelona,Room,From 5 March,847,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189873
1081588,barcelona,Apartment,From 8 March,1888-3670,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1081588
1090762,barcelona,Room,From 5 March,800-850,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090762
610736,barcelona,Apartment,From 2 April,1700,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/610736
973187,barcelona,Room,From 3 March,891,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973187
113983,barcelona,Room,From 2 March,700,bills included,"Furnished room in shared apartment in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/113983
620911,barcelona,Apartment,From 3 April,1300,some bills included,Rent of apartment in Lorenzale street,https://www.spotahome.com/barcelona/for-rent:apartments/620911
212838,barcelona,Room,From 2 March,950,bills included,"Room in 6-bedroom apartment in Barri Gòtic, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/212838
403082,barcelona,Room,From 2 March,1000,some bills included,Room for rent 3-bedroom apartment L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/403082
580281,barcelona,Room,From 1 May,450,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580281
1186727,barcelona,Room,From 2 March,495,bills included,Room in shared apartment in Catalunya,https://www.spotahome.com/barcelona/for-rent:rooms/1186727
1011907,barcelona,Apartment,From 16 May,2000,bills included,"2-bedroom apartment for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1011907
952823,barcelona,Room,From 25 March,835,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952823
1007716,barcelona,Room,From 2 March,515,instant booking,"Room for rent in 5-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1007716
1080814,barcelona,Room,From 6 April,650,no deposit,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1080814
973060,barcelona,Room,From 3 March,1001,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973060
1196115,barcelona,Studio,From 3 March,1500-1800,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1196115
1196102,barcelona,Studio,From 3 March,1500-1800,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1196102
372776,barcelona,Room,From 5 March,774,some bills included,Cozy room in 14-bedroom apartment in Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/372776
598360,barcelona,Apartment,From 4 March,2127,bills included,"1-bedroom apartment for rent in Ciutat Vella, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/598360
1014451,barcelona,Room,From 2 March,575,some bills included,Room in shared apartment in Sant Feliu de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1014451
929890,barcelona,Room,From 3 March,1008,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929890
877415,barcelona,Room,From 5 March,784,bills included,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/877415
962171,barcelona,Room,From 2 March,800,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/962171
988168,barcelona,Room,From 31 May,390,instant booking,"Rooms for rent in 6-bedroom apartment in Rosas, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/988168
518061,barcelona,Apartment,From 18 April,1850,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/518061
393462,barcelona,Room,From 4 March,600-750,bills included,Room for rent in 6-bedroom apartment in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/393462
291437,barcelona,Studio,From 2 April,950-2100,some bills included,"Quaint studio flat for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/291437
