Reference Number;Bedrooms;Bathrooms;Area
1180341;No info;No info;No info
640774;4;2;No info
599080;1;1;60
411441;7;3;No info
411437;7;3;No info
1205352;2;No info;No info
1083009;8;2;No info
94107;8;3;140
779786;4;1;75
100311;5;2;130
1003964;7;2;No info
931861;4;1;No info
1179849;2;No info;No info
932576;8;4;270
577470;3;1;71
952743;9;136;No info
952410;5;1;96
952424;5;94;No info
952418;5;96;No info
982342;1;No info;No info
323664;6;2;115
592357;3;2;97
234128;3;1;55
300183;4;3;90
386597;4;2;100
264515;2;1;60
810190;2;1;80
512756;3;1;80
465842;3;1;75
1163787;2;1;No info
120979;7;2;132
120215;10;4;360
134057;2;1;62
135629;8;3;200
155490;7;2;150
601330;5;2;75
668413;2;2;106
120218;10;4;360
1008463;3;1;40
1196610;2;1;71
760888;1;1;38
466286;5;2;125
166868;7;2;170
601303;5;2;75
641651;2;2;127
1175860;2;1;76
372803;13;2;280
945108;3;No info;No info
592488;4;No info;No info
1089739;6;2;120
382717;5;2;1
1069837;10;4;350
760128;3;1;150
978188;4;2;No info
962130;4;2;100
925035;10;3;210
760696;2;1;60
1180131;4;No info;No info
123075;2;1;No info
126981;8;2;180
973198;8;3;No info
146468;9;2;120
94109;8;3;140
599461;3;1;78
726619;4;2;124
146449;7;2;120
201525;6;5;No info
240692;3;1;60
952434;3;1;75
952842;8;133;No info
952913;8;127;No info
754274;2;1;65
202670;5;2;130
236043;5;5;85
973265;6;2;No info
810028;2;2;79
135627;8;3;200
86482;4;2;110
329735;6;2;140
744241;5;4;No info
146453;7;2;120
100313;5;2;130
423229;1;1;41
641720;2;2;70
205374;9;3;167
205373;9;3;167
205375;9;3;167
257633;3;1;No info
967843;5;1;130
782458;3;No info;No info
263512;9;5;282
263514;9;5;282
263515;9;5;282
915917;7;3;136
1181510;3;No info;No info
983977;7;1;No info
922999;1;45;No info
224787;5;2;140
1073485;1;No info;No info
267740;6;160;No info
1001302;2;2;76
1172534;6;4;127
988105;10;5;No info
852440;1;19;No info
564946;8;2;250
967842;5;1;130
592466;3;No info;No info
1175758;3;No info;No info
1183020;3;No info;No info
651712;1;No info;No info
966574;7;3;150
1166145;2;No info;No info
122988;8;2;189
970667;2;1;No info
601329;5;2;75
568876;2;2;114
429501;3;2;100
973199;8;3;No info
92909;5;2;140
935480;3;1;55
988114;10;5;No info
205052;2;1;65
205054;2;1;60
640771;4;2;No info
136881;6;1;210
329744;5;2;115
329743;5;2;115
1013702;6;No info;No info
1009564;2;70;No info
577509;3;1;72
777443;4;80;No info
1180294;2;No info;No info
981877;1;1;70
133311;8;4;200
1083306;5;2;90
952865;10;191;No info
95343;9;2;230
948958;2;1;80
337367;2;1;No info
337384;2;1;65
289703;7;2;160
153887;7;2;150
652042;2;1;No info
651143;3;2;125
602416;8;3;170
931845;8;2;140
877416;7;1;No info
380302;19;6;320
620658;1;1;No info
101225;6;2;103
86429;1;35;No info
609182;2;2;No info
861692;5;2;No info
85658;2;1;70
640155;3;1;80
877409;6;2;No info
927710;9;No info;No info
653755;1;2;70
449902;3;1;85
1183088;1;No info;No info
117264;1;1;45
810100;3;2;113
930594;4;2;90
621388;3;2;No info
1069832;10;4;350
127175;4;2;80
668574;2;2;79
364948;3;2;160
1072512;3;2;No info
207355;4;2;100
1205317;3;No info;No info
991130;2;1;35
601182;9;3;167
924848;2;1;87
952269;5;1;65
827171;7;2;170
994792;7;No info;No info
279259;3;1;75
100309;5;2;130
668636;2;1;95
1205359;3;No info;No info
1003963;7;2;No info
592483;3;No info;No info
927112;3;1;67
604154;3;2;75
218311;10;2;200
933320;1;67;No info
752468;2;2;No info
952435;3;1;75
145839;4;2;124
952499;1;1;205
982346;1;No info;No info
145840;4;2;124
145838;4;2;124
296415;5;3;150
1082031;3;3;75
935457;7;2;142
1179876;4;No info;No info
146454;7;2;120
1180373;1;No info;No info
939947;3;1;No info
988101;4;No info;No info
744985;1;No info;No info
936825;3;1;65
300449;1;30;No info
952864;10;191;No info
939978;4;No info;No info
321840;9;4;150
1205366;1;No info;No info
120224;10;4;360
1168936;2;No info;No info
222018;5;2;80
744240;5;4;No info
959081;2;1;70
833986;3;3;No info
966576;7;3;150
136575;5;4;195
1022292;5;3;600
1180257;4;No info;No info
356557;4;1;90
334046;5;1;85
576865;3;2;71
313506;4;2;110
329747;6;2;140
449065;1;1;90
1180152;2;No info;No info
513367;9;4;200
668632;3;1;100
309382;3;2;No info
1073998;2;2;No info
988173;7;2;No info
952802;8;133;No info
952806;8;133;No info
952873;10;191;No info
292629;1;1;48
1076262;3;1;No info
289704;7;2;160
640773;4;2;No info
668590;1;1;52
715929;3;2;No info
620948;1;1;No info
624257;2;45;No info
346846;5;2;115
118248;3;1;85
110560;6;2;140
166587;5;2;130
1182646;1;No info;No info
622425;2;1;No info
936741;5;No info;No info
430327;1;1;53
1067844;2;2;90
810104;1;1;42
444382;1;No info;No info
138424;8;4;200
1083305;5;2;90
936909;1;55;No info
622005;2;2;No info
118252;18;5;460
229353;3;1;60
1181291;3;No info;No info
372804;13;2;280
400762;11;2;180
592472;4;No info;No info
1210086;4;2;1
973264;6;2;No info
118251;18;5;460
967688;6;3;No info
768085;2;2;67
767248;2;1;80
1022315;4;2;75
577479;4;2;82
1014921;6;2;170
219458;5;2;No info
982338;1;No info;No info
635893;2;2;75
466302;5;4;110
154759;4;2;124
224789;5;2;140
972593;7;2;No info
233487;4;1;75
110493;4;1;100
321842;9;4;150
118630;18;5;460
1068550;6;2;200
92910;5;2;140
122987;8;2;189
368852;5;2;115
622485;2;1;No info
810079;1;1;60
952515;3;1;90
153718;2;1;78
363728;4;1;85
1003960;7;2;No info
147211;3;1;73
1069831;10;4;350
952765;8;126;No info
624260;2;45;No info
202891;5;2;104
1076594;6;4;160
85770;1;1;65
329751;6;2;140
985239;2;1;80
638838;2;1;75
292773;6;7;190
211477;3;1;70
444965;2;1;68
1089842;2;2;70
154501;10;1;200
1173535;5;2;80
893972;2;1;No info
762493;5;2;No info
952426;5;94;No info
564950;8;2;250
119474;1;1;30
915918;7;3;136
931873;6;No info;No info
1180288;2;No info;No info
380308;19;6;320
154959;6;2;No info
927274;2;2;95
1182929;2;No info;No info
289706;7;2;160
289705;7;2;160
942722;6;5;250
726063;4;4;130
577500;3;2;77
953465;4;1;No info
952252;3;1;85
620829;1;1;No info
953700;4;1;No info
1010374;5;2;114
981022;3;1;55
977238;2;1;75
979848;2;2;No info
769866;14;4;380
89755;5;2;140
289702;7;2;160
1012788;2;2;113
296238;1;1;50
154499;10;1;200
962194;8;No info;No info
608994;2;1;70
952278;5;1;No info
565523;6;3;150
1191062;1;22;No info
620930;1;1;No info
1205371;3;No info;No info
994293;5;2;No info
1090251;No info;No info;No info
1090347;No info;No info;No info
956469;4;1;No info
942590;5;No info;No info
106760;1;45;No info
769869;14;4;380
952748;6;130;No info
744271;2;1;No info
1069858;6;No info;No info
988111;10;5;No info
620846;3;2;No info
961237;2;2;75
922873;7;3;No info
226092;7;2;170
592506;4;No info;No info
245648;7;2;170
226084;7;2;170
329738;6;2;140
624010;5;2;80
926093;1;40;No info
767446;5;1;200
127558;No info;No info;No info
1085553;4;2;No info
625196;1;1;50
973635;5;1;No info
1172536;6;4;127
127246;5;1;110
624008;5;2;80
1181601;3;No info;No info
397757;4;2;130
1005874;6;No info;No info
928987;2;1;55
361028;5;1;No info
361029;5;1;No info
967687;6;3;No info
577472;3;1;71
577499;3;2;77
403034;7;5;No info
257155;1;2;65
768728;6;1;No info
592480;3;No info;No info
929404;6;2;No info
1022679;4;2;140
1021633;4;2;100
90786;5;1;100
952443;4;91;No info
952442;4;91;No info
952440;4;91;No info
982340;1;No info;No info
148761;2;1;47
893994;3;2;110
1190079;2;1;47
95344;9;2;230
956793;5;1;92
982356;1;No info;No info
927716;5;No info;No info
140453;2;1;50
937501;2;1;65
208767;3;2;70
871149;1;1;50
1051887;5;2;No info
952085;1;37;No info
118244;3;1;85
226079;7;2;170
935666;6;3;No info
85663;1;1;65
1080602;6;2;140
513083;6;2;160
642697;3;1;No info
978187;4;2;No info
768513;3;1;No info
972212;6;2;No info
329737;6;2;140
329733;6;2;140
943019;1;30;No info
962849;7;No info;No info
1209224;3;1;70
306303;5;3;115
725928;1;1;No info
957072;1;1;No info
203538;10;2;150
445792;2;1;60
769614;2;2;67
760884;3;2;94
368157;1;1;No info
982380;1;No info;No info
964555;6;1;97
639146;6;2;No info
1003977;7;2;No info
769334;5;5;200
954774;6;2;115
972597;7;2;No info
1021634;4;2;100
1196224;2;No info;No info
281274;3;1;70
953159;6;2;No info
939139;4;2;No info
1190811;5;No info;No info
1182094;3;No info;No info
927700;4;No info;No info
602426;2;1;80
1202231;2;1;110
451964;2;2;60
952428;5;94;No info
952407;5;1;96
952419;5;96;No info
977261;2;1;70
935677;5;1;No info
120234;2;1;45
1183005;2;No info;No info
444076;1;1;70
1183119;1;No info;No info
372778;14;3;320
372782;14;3;320
1205299;2;No info;No info
473389;2;2;70
620711;2;2;No info
810085;1;1;60
363725;4;1;85
154503;10;1;200
994788;7;2;No info
126983;8;2;180
126982;8;2;180
1085945;1;1;No info
991351;1;50;No info
810174;1;1;63
1075183;1;No info;No info
967841;5;1;130
1013045;5;No info;No info
952276;5;1;No info
982358;1;No info;No info
601194;5;2;75
769600;2;2;70
810115;1;1;80
624297;3;80;No info
624285;3;80;No info
624277;3;2;80
952784;6;130;No info
1182766;1;No info;No info
468787;2;1;85
151057;1;50;No info
1066311;3;2;100
1181583;1;No info;No info
411439;7;3;No info
411443;7;3;No info
1181694;1;No info;No info
982344;1;No info;No info
513085;6;2;160
513084;6;2;160
1181528;1;No info;No info
153918;3;1;90
373194;6;6;128
935412;2;1;75
1069859;6;No info;No info
201529;6;134;No info
601196;5;2;75
218317;10;2;200
380298;19;6;320
1090142;1;No info;No info
1090150;1;No info;No info
460054;3;1;100
392363;5;3;No info
403035;7;5;No info
871146;2;2;75
123044;6;2;120
123045;6;2;120
1066312;3;2;100
592477;3;No info;No info
929873;9;2;No info
301376;5;2;105
973200;8;3;No info
942719;6;5;250
201545;1;16;No info
970037;8;4;No info
970039;8;4;No info
639705;7;3;125
1180332;2;No info;No info
1074735;2;1;85
952264;4;1;77
777438;2;1;80
962847;7;No info;No info
296295;4;2;110
625168;1;1;60
1020683;2;2;70
279185;2;1;60
620732;2;2;No info
625140;3;3;105
263513;9;5;282
397724;3;1;55
1175863;2;1;58
953157;6;2;No info
1088854;7;2;150
947665;6;2;180
513086;6;2;160
106942;1;50;No info
947662;6;2;180
1081072;4;1;65
110651;6;2;140
440498;4;2;110
935511;2;1;35
952263;4;1;77
952905;6;123;No info
1191137;1;55;No info
226796;6;128;No info
1089125;3;2;100
782389;12;1;588
782388;12;1;588
782390;12;1;588
782387;12;1;588
982087;4;2;120
982372;1;No info;No info
668376;2;1;70
1180285;2;No info;No info
1073979;2;2;No info
769335;5;5;200
1182884;2;No info;No info
263517;9;5;282
952449;5;101;No info
1182754;2;No info;No info
1180297;2;No info;No info
621689;3;1;No info
1014565;4;2;96
1090180;No info;No info;No info
778505;4;2;94
1022284;4;4;150
1183129;2;No info;No info
923055;2;No info;No info
924335;5;1;114
933813;3;1;70
647832;2;1;No info
761447;2;2;60
886434;1;2;50
982336;1;No info;No info
668480;2;2;85
1069835;10;4;350
953698;4;1;No info
942720;6;5;250
573718;20;15;1000
373196;6;6;128
340366;5;2;160
1091456;8;3;170
931847;8;2;140
263516;9;5;282
1180015;2;No info;No info
1182086;3;No info;No info
982376;1;No info;No info
982276;1;No info;No info
120223;10;4;360
928796;3;2;No info
1076596;6;4;160
1070803;3;2;89
622240;2;1;No info
396582;3;2;100
1182880;2;No info;No info
952862;6;130;No info
611235;4;1;No info
354216;1;1;60
952766;8;126;No info
577252;3;1;75
982374;1;No info;No info
621542;3;1;No info
123040;6;2;120
592470;4;No info;No info
163337;3;2;80
952803;8;133;No info
810238;3;2;80
229420;7;2;No info
449165;2;1;55
1180262;2;No info;No info
1181553;2;No info;No info
592485;3;No info;No info
1014871;8;3;280
382716;5;2;1
984070;4;1;No info
523138;8;2;200
877414;7;1;No info
982354;1;No info;No info
340365;5;2;160
781488;14;4;380
953158;6;2;No info
411442;7;3;No info
1179831;2;No info;No info
382720;5;2;1
202672;5;2;130
982370;1;No info;No info
982352;1;No info;No info
622201;2;1;No info
157535;3;1;60
1073985;2;2;No info
201539;1;16;No info
956823;4;1;87
1091379;4;1;90
219436;5;2;92
569597;2;1;60
821348;7;1;No info
990704;2;No info;No info
952441;4;91;No info
668594;2;1;85
991896;2;1;63
237306;8;2;180
459076;2;1;70
639528;1;1;No info
1196243;4;No info;No info
1181571;2;No info;No info
982382;1;No info;No info
444052;1;90;No info
621865;1;1;No info
146464;9;2;120
421495;6;2;150
928767;5;3;107
982368;1;No info;No info
1081071;4;1;65
480291;7;5;160
1181360;2;No info;No info
668629;2;1;80
982348;1;No info;No info
380300;19;6;320
1090140;1;No info;No info
1183115;3;No info;No info
1080599;6;2;140
229442;6;2;107
90238;11;2;200
1013135;4;No info;No info
323603;6;2;100
935678;5;1;No info
1069861;6;No info;No info
123042;6;2;120
580694;1;2;No info
119768;3;1;65
640970;5;2;101
229415;7;2;No info
523228;2;2;95
296293;4;2;110
1205261;2;No info;No info
621392;3;2;No info
867058;1;42;No info
622507;2;1;No info
668406;2;1;133
944074;3;1;No info
417517;1;1;40
1014256;4;2;80
809983;2;2;60
363934;6;2;No info
977832;8;4;160
1180166;3;No info;No info
619546;5;2;150
601179;9;3;167
282049;4;1;85
1182124;3;No info;No info
300439;2;1;100
122524;2;1;70
103907;4;1;120
456521;7;4;No info
110564;5;1;100
968341;5;2;140
156961;5;4;195
971692;5;1;140
973632;5;1;No info
138814;6;2;180
1181295;3;No info;No info
810024;3;2;110
966580;7;3;150
668506;2;2;70
893940;2;1;82
391330;1;90;No info
154758;4;2;124
1180282;2;No info;No info
782775;3;2;No info
153517;5;1;105
1180576;3;No info;No info
150419;4;1;99
773796;4;2;96
1181540;3;No info;No info
622522;3;2;No info
127988;6;4;160
1179921;3;No info;No info
754890;1;1;52
218310;10;2;200
1067626;4;2;No info
623227;2;1;70
119718;4;2;135
973242;6;No info;No info
624289;3;80;No info
123232;3;1;100
1183057;3;No info;No info
1181562;3;No info;No info
155489;7;2;150
779787;4;1;75
640627;2;2;100
95336;9;2;230
295383;5;2;No info
202895;5;2;104
512472;7;2;190
929889;7;2;No info
263519;9;5;282
895498;2;1;70
125600;3;3;85
810162;2;1;79
508566;2;1;32
226800;6;128;No info
1083007;8;2;No info
113343;4;1;90
997168;4;1;100
931871;6;No info;No info
312100;1;21;No info
877407;6;2;No info
777431;2;1;70
469037;4;2;150
145841;4;2;124
809989;3;2;65
810158;3;2;135
88738;1;No info;No info
949378;1;1;No info
929876;9;2;No info
978649;2;1;67
90230;11;2;200
641661;2;2;76
754165;4;1;98
810036;3;2;120
90445;8;2;244
1022729;3;2;78
973226;4;2;No info
282070;4;2;100
1189754;2;1;No info
1181323;2;No info;No info
1085558;7;2;120
620950;2;1;No info
1180394;2;No info;No info
1090169;No info;No info;No info
641684;1;68;No info
1086669;5;2;100
968340;5;2;140
400764;11;2;180
952773;8;139;No info
952774;8;139;No info
1182110;2;No info;No info
215714;7;1;140
136574;5;4;195
304768;2;1;62
165971;3;1;70
668527;2;2;80
918414;4;1;90
668664;2;2;78
1014254;4;2;80
877410;6;2;No info
641667;2;2;85
1205275;3;No info;No info
118267;3;1;124
90444;8;2;244
1082245;3;3;No info
1181613;2;No info;No info
609153;2;1;70
126394;1;1;50
1218923;3;2;No info
337374;2;No info;No info
601293;6;2;75
1011949;2;1;120
930691;1;1;No info
622395;2;1;No info
372806;13;2;280
1181712;2;No info;No info
973159;4;2;No info
1181285;2;No info;No info
821343;7;1;No info
924338;5;1;114
810133;2;2;91
1081100;1;50;No info
456520;7;4;No info
935587;6;2;105
759599;7;5;No info
93781;1;25;No info
1002690;3;2;No info
1002694;3;2;No info
110559;6;2;140
930595;4;2;90
777973;2;1;105
810049;2;2;110
1015368;3;No info;No info
954277;4;2;100
389554;3;1;80
766875;2;2;No info
123174;1;50;No info
125653;4;1;95
1014117;1;1;No info
640168;1;2;No info
220682;4;2;85
1002351;3;2;No info
982088;4;2;120
622407;2;2;No info
1183132;3;No info;No info
810262;3;2;80
895425;2;2;No info
1198410;2;2;65
1180335;3;No info;No info
653357;4;1;No info
157084;3;2;110
1089738;6;2;120
668371;1;2;70
810215;2;2;150
601301;5;2;75
332735;2;1;85
985215;2;1;60
513087;6;2;160
513082;6;2;160
624251;2;45;No info
363929;6;2;No info
956109;4;2;120
479166;1;1;75
962132;4;2;100
323625;6;2;100
439098;2;1;55
1091443;6;2;130
523135;8;2;200
1182693;3;No info;No info
1180308;1;No info;No info
1180362;3;No info;No info
305650;7;1;161
779276;2;1;65
1065458;2;1;80
947664;6;2;180
954776;6;2;115
925284;7;2;150
622017;2;2;No info
970043;8;4;No info
208765;3;2;70
1005869;6;No info;No info
226082;7;2;170
995752;3;2;85
134282;10;3;180
977836;8;4;160
809967;3;2;110
929086;4;1;90
1180055;3;No info;No info
768078;2;2;64
624254;2;45;No info
1181956;3;No info;No info
1181624;3;No info;No info
154820;1;35;No info
128488;4;2;75
932580;8;4;270
85767;2;1;70
781227;1;1;No info
312102;1;35;No info
728950;2;1;No info
456737;1;38;No info
100797;3;2;140
1003787;4;2;90
988175;7;2;No info
1086149;1;1;No info
622335;2;2;No info
973113;2;1;47
952760;8;126;No info
592532;3;No info;No info
1175783;2;1;60
84282;3;1;90
102548;7;2;180
121875;1;1;40
360306;3;2;85
118262;4;2;124
729202;2;1;55
520115;1;1;119
1211373;3;4;160
140430;10;3;180
208144;1;1;49
1086562;2;1;57
916485;6;2;169
620983;2;1;No info
1090155;No info;No info;No info
207356;4;2;100
1179925;3;No info;No info
450017;2;1;50
323629;6;2;100
236045;5;5;85
929077;3;1;80
665988;1;1;40
932279;3;1;85
1189071;2;1;59
952825;6;130;No info
952826;6;130;No info
148750;1;1;48
947708;10;4;No info
569099;1;1;50
363930;6;2;No info
364193;3;1;60
110558;6;2;140
653359;4;1;No info
916368;3;1;No info
1064369;6;No info;No info
1068554;6;2;200
994852;11;No info;No info
298287;4;3;90
621361;3;1;No info
744242;5;4;No info
393461;6;2;150
624281;3;80;No info
233582;1;35;No info
930689;1;1;No info
120219;10;4;360
390613;3;1;75
926909;1;No info;No info
915750;2;1;57
596057;2;1;55
128466;2;1;75
318949;2;1;50
1183206;2;No info;No info
942723;6;5;250
150938;3;1;50
1081046;3;2;85
980203;4;2;95
1014868;8;3;280
624007;5;2;80
622309;1;2;No info
94936;4;1;80
143791;2;1;75
952777;8;139;No info
952778;8;139;No info
128487;4;2;75
620643;1;1;No info
120982;7;2;132
592500;3;No info;No info
415003;3;1;60
276517;3;No info;No info
140432;10;3;180
932577;8;4;270
577471;3;1;71
1189983;2;1;65
268568;3;1;75
810235;1;1;50
929226;3;2;80
439333;4;1;55
296638;3;1;70
292774;6;7;190
987945;2;2;121
619545;5;2;150
577498;3;2;77
478718;3;1;65
1051886;5;2;No info
1051884;5;2;No info
1008329;1;63;No info
1198413;3;No info;No info
462703;1;1;60
639703;7;3;125
220781;3;1;120
988091;5;2;No info
420185;2;1;75
1090436;2;No info;No info
1090426;2;No info;No info
363932;6;2;No info
263520;9;5;282
861693;5;2;No info
213464;1;1;53
205403;4;1;124
969038;5;2;No info
767281;3;2;No info
308850;1;1;80
861691;5;2;No info
980675;3;2;85
90233;11;2;200
608693;3;1;150
621316;3;2;No info
298926;3;2;80
85475;4;2;90
982714;5;5;120
592484;3;No info;No info
1195535;2;2;100
229677;5;3;100
408046;3;1;90
955348;7;1;No info
1006335;7;No info;No info
592481;3;No info;No info
995513;1;40;No info
1181354;2;No info;No info
973196;8;3;No info
973633;5;1;No info
85476;4;2;90
372808;13;2;280
129243;2;1;60
936156;4;3;130
621043;3;2;No info
276518;3;No info;No info
576689;3;2;100
621635;1;1;55
321841;9;4;150
355149;3;1;70
877417;7;1;No info
137344;6;1;210
235020;2;1;39
913346;2;1;No info
642580;2;1;75
382880;5;2;100
1086673;5;2;100
236044;5;5;85
120216;10;4;360
466472;2;2;70
576969;2;2;82
668373;2;2;80
954773;6;2;115
947700;10;4;No info
973178;7;3;No info
784792;3;1;110
336688;4;1;70
402681;5;2;156
592509;3;No info;No info
668639;2;1;76
668571;2;2;90
392616;2;1;80
928092;3;1;65
146470;9;2;120
953160;6;2;No info
622302;2;1;No info
100312;5;2;130
794697;1;45;No info
1007832;2;1;No info
962755;2;1;80
1090483;2;No info;No info
619805;2;1;65
592501;3;No info;No info
874006;1;1;No info
619548;5;2;150
1003043;5;3;220
601197;5;2;75
768487;6;3;196
988169;6;2;No info
1175752;2;2;67
592515;3;No info;No info
620878;2;1;No info
642164;4;1;120
592511;3;No info;No info
1181183;1;No info;No info
380305;19;6;320
625184;2;80;No info
752845;1;3;60
963291;2;2;76
863896;2;2;92
952780;8;139;No info
952447;5;101;No info
275820;2;1;70
226081;7;2;170
205051;2;1;65
207358;4;2;100
1180385;2;No info;No info
1180410;2;No info;No info
916482;6;2;169
991899;3;1;85
1089810;2;2;65
401776;4;1;No info
619547;5;2;150
372788;10;6;120
637478;3;2;No info
1068473;4;2;150
320084;3;1;55
226799;6;128;No info
954615;2;1;No info
1090456;2;No info;No info
1000053;7;2;136
592510;3;No info;No info
810121;3;2;98
466301;5;4;110
935456;7;2;142
987948;3;2;93
282048;4;1;85
592496;3;No info;No info
810143;2;1;90
125777;4;2;110
1071487;1;40;No info
653358;4;1;No info
807007;3;1;85
276489;1;46;No info
472908;2;2;65
957175;1;1;65
957171;1;1;65
922872;7;3;No info
90439;8;2;244
209616;2;1;55
935676;5;1;No info
279258;3;1;75
953435;2;1;47
1182980;3;No info;No info
1089816;2;2;105
959737;4;2;106
1083307;5;2;90
421479;3;1;100
1183027;3;No info;No info
233524;3;1;75
936824;3;1;65
1013705;6;No info;No info
922508;1;1;60
218487;4;1;140
1082181;2;1;70
1078895;3;1;60
85507;2;1;55
569106;2;2;105
1064378;4;1;No info
952775;8;139;No info
952904;6;123;No info
952918;8;127;No info
1085552;4;2;No info
977535;2;2;81
924334;5;1;114
954775;6;2;115
973631;5;1;No info
621010;1;1;No info
929877;9;2;No info
917839;4;1;No info
372749;19;6;320
1003047;5;3;220
91685;2;1;65
1172535;6;4;127
255529;1;1;70
480288;7;5;160
1013065;6;No info;No info
624244;3;2;120
382882;5;2;100
1013066;6;No info;No info
372795;8;2;150
1013064;6;No info;No info
469574;1;1;47
564947;8;2;250
290975;2;1;50
125601;3;3;85
512466;7;2;190
308120;1;1;38
983655;3;2;No info
1003171;4;2;130
935258;1;1;90
957210;3;2;76
564948;8;2;250
1014866;8;3;280
927791;5;2;No info
927788;5;2;No info
961386;3;1;59
1089825;3;2;110
1069862;6;No info;No info
951349;3;2;95
606821;3;1;80
953699;4;1;No info
952776;8;139;No info
417397;4;2;120
90235;11;2;200
1007784;2;1;No info
90036;6;2;170
925219;4;2;No info
105393;4;110;No info
624213;3;85;No info
624209;3;2;85
1089808;1;1;55
125026;2;1;45
977834;8;4;160
389736;3;1;70
118631;18;5;460
459916;5;4;75
1189192;2;2;85
769865;14;4;380
1089909;3;2;95
625181;2;80;No info
154289;2;1;58
343403;1;1;48
599659;2;1;79
774399;5;2;196
1089845;2;2;90
604031;2;1;50
952764;8;126;No info
877419;7;1;No info
625187;2;80;No info
347231;1;20;No info
1069830;10;4;350
762668;2;2;No info
334050;5;1;85
608786;3;2;80
937602;2;1;130
103539;2;1;40
969039;5;2;No info
891218;2;4;200
105392;4;110;No info
105391;4;110;No info
988098;5;2;No info
1080593;1;1;No info
1014255;4;2;80
620775;1;1;No info
988109;10;5;No info
916484;6;2;169
988113;10;5;No info
621666;2;2;No info
729200;1;1;38
622418;3;1;No info
982573;2;2;110
983199;2;1;58
456523;7;4;No info
952824;6;130;No info
952397;2;1;56
153337;10;3;250
810045;3;2;120
926894;1;No info;No info
620908;2;2;No info
984177;1;1;80
970846;2;2;90
994853;11;No info;No info
324761;4;2;100
952805;8;133;No info
577480;4;2;82
621437;2;1;No info
974227;1;1;35
282068;4;2;100
154292;2;1;60
467396;1;1;90
926903;1;No info;No info
1180129;1;No info;No info
620708;2;2;No info
1180583;1;No info;No info
1181326;1;No info;No info
894006;2;1;62
423896;4;No info;No info
564944;8;2;250
564945;8;2;250
572873;2;No info;No info
754777;3;1;100
1005870;6;No info;No info
1005873;6;No info;No info
761178;1;21;No info
1190962;2;2;65
810058;2;1;76
982090;4;2;120
620802;3;2;No info
100310;5;2;130
936153;4;3;130
523106;2;2;90
936154;4;3;130
469893;2;1;70
953100;2;2;144
972219;5;No info;No info
988174;7;2;No info
926899;1;No info;No info
944044;3;2;No info
615516;2;1;62
952852;7;116;No info
205402;4;1;124
122147;1;1;35
225913;1;28;No info
619439;2;1;42
601305;5;2;75
262173;2;1;No info
146467;9;2;120
1180228;1;No info;No info
1182871;3;No info;No info
1182994;2;No info;No info
1081773;1;40;No info
638619;2;1;55
480287;7;5;160
988112;10;5;No info
962192;8;No info;No info
466941;2;2;75
927719;2;2;75
1016491;3;2;120
769611;2;2;78
151447;1;45;No info
877420;7;1;No info
877408;6;2;No info
152180;4;1;140
1012813;7;3;115
417547;4;1;80
393463;6;2;150
1085515;2;2;140
929079;3;1;80
218313;10;2;200
953818;1;1;55
947703;10;4;No info
987772;2;1;120
985895;3;2;85
331197;5;2;120
877411;6;2;No info
1181702;2;1;No info
932573;8;4;270
356497;4;2;100
1071127;1;1;No info
1205375;1;No info;No info
640772;4;2;No info
338660;2;1;40
289789;2;2;No info
601227;4;2;119
981794;4;1;No info
1182673;1;No info;No info
973227;4;2;No info
951357;2;1;58
621941;2;1;No info
994786;7;2;No info
1180191;2;No info;No info
1086672;5;2;100
120885;1;50;No info
625096;2;90;No info
1066313;3;2;100
624248;2;1;45
668521;2;2;70
1182662;2;No info;No info
1182132;2;No info;No info
151048;1;50;No info
623372;3;1;76
1003044;5;3;220
809996;2;2;60
228968;2;1;45
340701;1;70;No info
519158;7;2;175
952787;6;130;No info
810007;2;2;108
668418;2;2;100
151446;1;45;No info
809980;2;2;60
244596;2;1;90
635499;2;2;110
969262;4;2;105
668382;2;1;73
1182137;2;No info;No info
309400;2;2;75
393465;6;2;150
560256;2;1;64
372787;10;6;120
1169019;2;1;80
975911;2;1;70
331199;5;2;120
1165825;4;3;No info
620956;2;1;No info
1180406;3;No info;No info
1175873;3;2;69
393466;6;2;150
218312;10;2;200
1089421;3;2;No info
1181696;2;No info;No info
431945;1;2;100
1071374;8;3;192
1180205;2;No info;No info
1181373;3;No info;No info
1182650;2;No info;No info
154497;10;1;200
668557;2;1;70
592530;3;No info;No info
1192431;1;1;No info
204888;3;1;70
668534;2;1;90
155193;3;1;115
291346;2;1;73
337388;3;No info;No info
336454;1;36;No info
523231;2;2;95
1083489;2;1;80
852437;1;15;No info
1180194;2;No info;No info
349319;2;1;40
296294;4;2;110
337396;3;No info;No info
893992;3;2;110
1021779;2;2;50
1175728;2;No info;No info
797716;3;2;80
1091058;2;1;No info
668661;2;1;70
624293;3;80;No info
523293;1;35;No info
935512;2;1;35
149026;4;1;140
625144;3;2;110
134926;3;2;80
201432;1;1;41
809977;2;2;150
1181705;3;No info;No info
99251;3;2;80
1003174;4;2;130
1003172;4;2;130
417560;1;2;60
456526;7;4;No info
978186;4;2;No info
1195218;3;1;90
886421;1;2;50
985945;4;2;85
202671;5;2;130
984030;1;3;No info
931596;3;1;90
844751;3;2;No info
688952;4;2;90
636124;3;No info;No info
624267;3;120;No info
625156;3;80;No info
729209;1;1;38
397716;3;1;55
625178;2;80;No info
